QYEAR,NEWID,SEQNO,ALCNO,REC_ORIG,NUMYUPD,NUMYUPD_,TOTYUPDX,TOTY_PDX,TOTYUPDY,TOTY_PDY
20191,03900744,19,2,1,,A,7,E,110,D
20191,03901424,29,0,1,1,D,,H,,A
20191,03901424,29,1,1,,A,305,E,100,D
20191,03901424,29,2,1,,A,85,E,110,D
20191,03901424,29,3,1,,A,104,E,120,D
20191,03901424,29,4,1,,A,762,E,130,D
20191,03901424,29,5,1,,A,42,E,140,D
20191,03901424,29,6,1,,A,881,E,150,D
20191,03901424,29,7,1,,A,23,E,160,D
20191,03901424,29,8,1,,A,98,E,190,D
20191,03901814,28,0,1,1,D,,H,,A
20191,03901814,28,1,1,,A,27,E,120,D
20191,03901814,28,2,1,,A,4,E,140,D
20191,03901814,28,3,1,,A,145,E,150,D
20191,03901814,28,4,1,,A,24,E,190,D
20191,03902764,45,0,1,2,D,,H,,A
20191,03902764,45,1,1,,A,3,E,200,D
20191,03902764,45,2,1,,A,14,E,210,D
20191,03902764,45,3,1,,A,13,E,220,D
20191,03902774,23,0,1,1,D,,H,,A
20191,03902774,23,1,1,,A,277,E,100,D
20191,03902774,23,2,1,,A,223,E,110,D
20191,03903744,46,0,1,2,D,,H,,A
20191,03903744,46,1,1,,A,15,E,200,D
20191,03903744,46,2,1,,A,23,E,210,D
20191,03903744,46,3,1,,A,12,E,220,D
20191,03903764,26,0,1,1,D,,H,,A
20191,03903764,26,1,1,,A,56,E,100,D
20191,03903764,26,2,1,,A,44,E,110,D
20191,03904784,38,0,1,1,D,,H,,A
20191,03904784,38,1,1,,A,52,E,100,D
20191,03904784,38,2,1,,A,19,E,110,D
20191,03904784,38,3,1,,A,23,E,120,D
20191,03904784,38,4,1,,A,8,E,140,D
20191,03904784,38,5,1,,A,111,E,150,D
20191,03904784,38,6,1,,A,32,E,160,D
20191,03904784,38,7,1,,A,55,E,190,D
20191,03905224,21,0,1,1,D,,H,,A
20191,03905224,21,1,1,,A,134,E,100,D
20191,03905224,21,2,1,,A,108,E,110,D
20191,03905224,21,3,1,,A,158,E,210,D
20191,03905254,73,0,1,1,D,,H,,A
20191,03905254,73,1,1,,A,160,E,100,D
20191,03905254,73,2,1,,A,44,E,110,D
20191,03905254,73,3,1,,A,64,E,200,D
20191,03905254,73,4,1,,A,93,E,210,D
20191,03905254,73,5,1,,A,49,E,220,D
20191,03906024,27,0,1,2,D,,H,,A
20191,03906024,27,1,1,,A,58,E,120,D
20191,03906024,27,2,1,,A,22,E,140,D
20191,03906024,27,3,1,,A,530,E,150,D
20191,03906024,27,4,1,,A,16,E,160,D
20191,03906024,27,5,1,,A,47,E,190,D
20191,03906444,47,0,1,1,D,,H,,A
20191,03906444,47,1,1,,A,80,E,100,D
20191,03906444,47,2,1,,A,52,E,110,D
20191,03906444,47,3,1,,A,71,E,120,D
20191,03906444,47,4,1,,A,14,E,140,D
20191,03906444,47,5,1,,A,379,E,150,D
20191,03906444,47,6,1,,A,64,E,190,D
20191,03906704,71,0,1,1,D,,H,,A
20191,03906704,71,1,1,,A,25,E,120,D
20191,03906704,71,2,1,,A,7,E,140,D
20191,03906704,71,3,1,,A,216,E,150,D
20191,03906704,71,4,1,,A,8,E,160,D
20191,03906704,71,5,1,,A,8,E,170,D
20191,03906704,71,6,1,,A,36,E,190,D
20191,03910534,19,0,1,3,D,,H,,A
20191,03910534,19,1,1,,A,71,E,100,D
20191,03910534,19,2,1,,A,29,E,110,D
20191,03911324,33,0,1,1,D,,H,,A
20191,03911324,33,1,1,,A,136,E,100,D
20191,03911324,33,2,1,,A,38,E,110,D
20191,03911324,33,3,1,,A,46,E,120,D
20191,03911324,33,4,1,,A,338,E,130,D
20191,03911324,33,5,1,,A,23,E,140,D
20191,03911324,33,6,1,,A,393,E,150,D
20191,03911324,33,7,1,,A,10,E,160,D
20191,03911324,33,8,1,,A,43,E,190,D
20191,03911324,33,9,1,,A,55,E,200,D
20191,03911324,33,10,1,,A,76,E,210,D
20191,03911324,33,11,1,,A,42,E,220,D
20191,03911914,45,0,1,1,D,,H,,A
20191,03911914,45,1,1,,A,200,E,130,D
20191,03912534,33,0,1,3,D,,H,,A
20191,03912534,33,1,1,,A,72,E,100,D
20191,03912534,33,2,1,,A,28,E,110,D
20191,03922894,84,0,1,6,D,,H,,A
20191,03922894,84,1,1,,A,39,E,200,D
20191,03922894,84,2,1,,A,52,E,210,D
20191,03922894,84,3,1,,A,29,E,220,D
20191,03923154,39,0,1,2,D,,H,,A
20191,03923154,39,1,1,,A,160,E,100,D
20191,03923154,39,2,1,,A,63,E,110,D
20191,03923154,39,3,1,,A,78,E,120,D
20191,03923154,39,4,1,,A,504,E,130,D
20191,03923154,39,5,1,,A,27,E,140,D
20191,03923154,39,6,1,,A,373,E,150,D
20191,03923154,39,7,1,,A,109,E,160,D
20191,03923154,39,8,1,,A,186,E,190,D
20191,03923384,34,0,1,1,D,,H,,A
20191,03923384,34,1,1,,A,54,E,100,D
20191,03923384,34,2,1,,A,14,E,110,D
20191,03923384,34,3,1,,A,20,E,200,D
20191,03923384,34,4,1,,A,29,E,210,D
20191,03923384,34,5,1,,A,16,E,220,D
20191,03924284,30,0,1,1,D,,H,,A
20191,03924284,30,1,1,,A,61,E,100,D
20191,03924284,30,2,1,,A,39,E,110,D
20191,03924334,28,0,1,1,D,,H,,A
20191,03924334,28,1,1,,A,476,E,100,D
20191,03924334,28,2,1,,A,309,E,110,D
20191,03924334,28,3,1,,A,425,E,120,D
20191,03924334,28,4,1,,A,1090,E,130,D
20191,03924334,28,5,1,,A,67,E,140,D
20191,03924334,28,6,1,,A,2250,E,150,D
20191,03924334,28,7,1,,A,383,E,190,D
20191,03925384,12,0,1,2,D,,H,,A
20191,03925384,12,1,1,,A,214,E,100,D
20191,03925384,12,2,1,,A,53,E,110,D
20191,03925384,12,3,1,,A,65,E,120,D
20191,03925384,12,4,1,,A,2028,E,150,D
20191,03925384,12,5,1,,A,326,E,160,D
20191,03925384,12,6,1,,A,13,E,170,D
20191,03925384,12,7,1,,A,41,E,190,D
20191,03926704,26,0,1,1,D,,H,,A
20191,03926704,26,1,1,,A,781,E,100,D
20191,03926704,26,2,1,,A,219,E,110,D
20191,03927464,98,0,1,1,D,,H,,A
20191,03927464,98,1,1,,A,67,E,100,D
20191,03927464,98,2,1,,A,21,E,110,D
20191,03927464,98,3,1,,A,23,E,120,D
20191,03927464,98,4,1,,A,9,E,140,D
20191,03927464,98,5,1,,A,194,E,150,D
20191,03927464,98,6,1,,A,5,E,160,D
20191,03927464,98,7,1,,A,21,E,190,D
20191,03927814,41,0,1,1,D,,H,,A
20191,03927814,41,1,1,,A,535,E,100,D
20191,03927814,41,2,1,,A,149,E,110,D
20191,03927814,41,3,1,,A,181,E,120,D
20191,03927814,41,4,1,,A,1318,E,130,D
20191,03927814,41,5,1,,A,74,E,140,D
20191,03927814,41,6,1,,A,1532,E,150,D
20191,03927814,41,7,1,,A,41,E,160,D
20191,03927814,41,8,1,,A,170,E,190,D
20191,03928934,30,0,1,2,D,,H,,A
20191,03928934,30,1,1,,A,38,E,100,D
20191,03928934,30,2,1,,A,27,E,110,D
20191,03928934,30,3,1,,A,34,E,120,D
20191,03928934,30,4,1,,A,87,E,130,D
20191,03928934,30,5,1,,A,5,E,140,D
20191,03928934,30,6,1,,A,179,E,150,D
20191,03928934,30,7,1,,A,30,E,190,D
20191,03930224,18,0,1,1,D,,H,,A
20191,03930224,18,1,1,,A,54,E,100,D
20191,03930224,18,2,1,,A,35,E,110,D
20191,03930224,18,3,1,,A,48,E,120,D
20191,03930224,18,4,1,,A,7,E,140,D
20191,03930224,18,5,1,,A,258,E,150,D
20191,03930224,18,6,1,,A,48,E,190,D
20191,03930244,60,0,1,1,D,,H,,A
20191,03930244,60,1,1,,A,12,E,100,D
20191,03930244,60,2,1,,A,8,E,110,D
20191,03930594,50,0,1,1,D,,H,,A
20191,03930594,50,1,1,,A,400,E,130,D
20191,03930734,34,0,1,2,D,,H,,A
20191,03930734,34,1,1,,A,571,E,100,D
20191,03930734,34,2,1,,A,159,E,110,D
20191,03930734,34,3,1,,A,194,E,120,D
20191,03930734,34,4,1,,A,1409,E,130,D
20191,03930734,34,5,1,,A,79,E,140,D
20191,03930734,34,6,1,,A,1638,E,150,D
20191,03930734,34,7,1,,A,44,E,160,D
20191,03930734,34,8,1,,A,182,E,190,D
20191,03930734,34,9,1,,A,229,E,200,D
20191,03930734,34,10,1,,A,319,E,210,D
20191,03930734,34,11,1,,A,176,E,220,D
20191,03932034,23,0,1,1,D,,H,,A
20191,03932034,23,1,1,,A,12,E,100,D
20191,03932034,23,2,1,,A,3,E,110,D
20191,03932034,23,3,1,,A,3,E,120,D
20191,03932034,23,4,1,,A,33,E,130,D
20191,03932034,23,5,1,,A,128,E,150,D
20191,03932034,23,6,1,,A,19,E,160,D
20191,03932034,23,7,1,,A,2,E,190,D
20191,03933004,15,0,1,1,D,,H,,A
20191,03933004,15,1,1,,A,25,E,100,D
20191,03933004,15,2,1,,A,5,E,110,D
20191,03933474,41,0,1,1,D,,H,,A
20191,03933474,41,1,1,,A,91,E,100,D
20191,03933474,41,2,1,,A,25,E,110,D
20191,03933474,41,3,1,,A,36,E,120,D
20191,03933474,41,4,1,,A,227,E,130,D
20191,03933474,41,5,1,,A,12,E,140,D
20191,03933474,41,6,1,,A,264,E,150,D
20191,03933474,41,7,1,,A,7,E,160,D
20191,03933474,41,8,1,,A,29,E,190,D
20191,03944403,15,0,1,1,D,,H,,A
20191,03944403,15,1,1,,A,24,E,100,D
20191,03944403,15,2,1,,A,6,E,110,D
20191,03944633,50,0,1,1,D,,H,,A
20191,03944633,50,1,1,,A,19,E,100,D
20191,03944633,50,2,1,,A,8,E,110,D
20191,03944633,50,3,1,,A,8,E,120,D
20191,03944633,50,4,1,,A,2,E,140,D
20191,03944633,50,5,1,,A,69,E,150,D
20191,03944633,50,6,1,,A,2,E,160,D
20191,03944633,50,7,1,,A,2,E,170,D
20191,03944633,50,8,1,,A,10,E,190,D
20191,03945873,24,0,1,1,D,,H,,A
20191,03945873,24,1,1,,A,136,E,100,D
20191,03945873,24,2,1,,A,37,E,110,D
20191,03945873,24,3,1,,A,45,E,120,D
20191,03945873,24,4,1,,A,329,E,130,D
20191,03945873,24,5,1,,A,18,E,140,D
20191,03945873,24,6,1,,A,383,E,150,D
20191,03945873,24,7,1,,A,10,E,160,D
20191,03945873,24,8,1,,A,42,E,190,D
20191,03947403,48,0,1,1,D,,H,,A
20191,03947403,48,1,1,,A,93,E,100,D
20191,03947403,48,2,1,,A,26,E,110,D
20191,03947403,48,3,1,,A,32,E,120,D
20191,03947403,48,4,1,,A,232,E,130,D
20191,03947403,48,5,1,,A,13,E,140,D
20191,03947403,48,6,1,,A,269,E,150,D
20191,03947403,48,7,1,,A,7,E,160,D
20191,03947403,48,8,1,,A,34,E,190,D
20191,03947403,48,9,1,,A,37,E,200,D
20191,03947403,48,10,1,,A,52,E,210,D
20191,03947403,48,11,1,,A,29,E,220,D
20191,03949703,58,0,1,1,D,,H,,A
20191,03949703,58,1,1,,A,31,E,100,D
20191,03949703,58,2,1,,A,19,E,110,D
20191,03950233,20,0,1,1,D,,H,,A
20191,03950233,20,1,1,,A,63,E,100,D
20191,03950233,20,2,1,,A,37,E,110,D
20191,03950333,35,0,1,1,D,,H,,A
20191,03950333,35,1,1,,A,38,E,100,D
20191,03950333,35,2,1,,A,22,E,110,D
20191,03950333,35,3,1,,A,40,E,200,D
20191,03950333,35,4,1,,A,33,E,210,D
20191,03950333,35,5,1,,A,17,E,220,D
20191,03951233,27,0,1,1,D,,H,,A
20191,03951233,27,1,1,,A,43,E,100,D
20191,03951233,27,2,1,,A,10,E,110,D
20191,03951233,27,3,1,,A,30,E,120,D
20191,03951233,27,4,1,,A,11,E,140,D
20191,03951233,27,5,1,,A,276,E,150,D
20191,03951233,27,6,1,,A,6,E,160,D
20191,03951233,27,7,1,,A,24,E,190,D
20191,03951403,55,0,1,1,D,,H,,A
20191,03951403,55,1,1,,A,36,E,100,D
20191,03951403,55,2,1,,A,21,E,110,D
20191,03951403,55,3,1,,A,24,E,120,D
20191,03951403,55,4,1,,A,59,E,130,D
20191,03951403,55,5,1,,A,5,E,140,D
20191,03951403,55,6,1,,A,168,E,150,D
20191,03951403,55,7,1,,A,6,E,160,D
20191,03951403,55,8,1,,A,6,E,170,D
20191,03951403,55,9,1,,A,25,E,190,D
20191,03951503,49,0,1,1,D,,H,,A
20191,03951503,49,1,1,,A,156,E,100,D
20191,03951503,49,2,1,,A,44,E,110,D
20191,03952223,43,0,1,2,D,,H,,A
20191,03952223,43,1,1,,A,113,E,100,D
20191,03952223,43,2,1,,A,31,E,110,D
20191,03952223,43,3,1,,A,38,E,120,D
20191,03952223,43,4,1,,A,281,E,130,D
20191,03952223,43,5,1,,A,15,E,140,D
20191,03952223,43,6,1,,A,327,E,150,D
20191,03952223,43,7,1,,A,8,E,160,D
20191,03952223,43,8,1,,A,44,E,190,D
20191,03952223,43,9,1,,A,45,E,200,D
20191,03952223,43,10,1,,A,63,E,210,D
20191,03952223,43,11,1,,A,35,E,220,D
20191,03953333,32,0,1,3,D,,H,,A
20191,03953333,32,1,1,,A,29,E,100,D
20191,03953333,32,2,1,,A,14,E,110,D
20191,03953333,32,3,1,,A,24,E,200,D
20191,03953333,32,4,1,,A,22,E,210,D
20191,03953333,32,5,1,,A,11,E,220,D
20191,03953793,39,0,1,1,D,,H,,A
20191,03953793,39,1,1,,A,111,E,100,D
20191,03953793,39,2,1,,A,89,E,110,D
20191,03953923,6,0,1,1,D,,H,,A
20191,03953923,6,1,1,,A,4,E,100,D
20191,03953923,6,2,1,,A,1,E,110,D
20191,03953923,6,3,1,,A,1,E,200,D
20191,03953923,6,4,1,,A,2,E,210,D
20191,03953923,6,5,1,,A,2,E,220,D
20191,03954283,23,0,1,1,D,,H,,A
20191,03954283,23,1,1,,A,10,E,100,D
20191,03954283,23,2,1,,A,7,E,110,D
20191,03954283,23,3,1,,A,8,E,120,D
20191,03954283,23,4,1,,A,67,E,150,D
20191,03954283,23,5,1,,A,3,E,170,D
20191,03954283,23,6,1,,A,5,E,190,D
20191,03964993,34,0,1,2,D,,H,,A
20191,03964993,34,1,1,,A,594,E,100,D
20191,03964993,34,2,1,,A,233,E,110,D
20191,03964993,34,3,1,,A,288,E,120,D
20191,03964993,34,4,1,,A,2514,U,130,D
20191,03964993,34,5,1,,A,99,E,140,D
20191,03964993,34,6,1,,A,1367,E,150,D
20191,03964993,34,7,1,,A,402,E,160,D
20191,03964993,34,8,1,,A,682,E,190,D
20191,03965093,84,0,1,3,D,,H,,A
20191,03965093,84,1,1,,A,94,E,100,D
20191,03965093,84,2,1,,A,26,E,110,D
20191,03965093,84,3,1,,A,32,E,120,D
20191,03965093,84,4,1,,A,13,E,140,D
20191,03965093,84,5,1,,A,278,E,150,D
20191,03965093,84,6,1,,A,7,E,160,D
20191,03965093,84,7,1,,A,30,E,190,D
20191,03965093,84,8,1,,A,38,E,200,D
20191,03965093,84,9,1,,A,53,E,210,D
20191,03965093,84,10,1,,A,29,E,220,D
20191,03966063,7,0,1,1,D,,H,,A
20191,03966063,7,1,1,,A,142,E,100,D
20191,03966063,7,2,1,,A,92,E,110,D
20191,03966063,7,3,1,,A,127,E,120,D
20191,03966063,7,4,1,,A,327,E,130,D
20191,03966063,7,5,1,,A,20,E,140,D
20191,03966063,7,6,1,,A,674,E,150,D
20191,03966063,7,7,1,,A,118,E,190,D
20191,03966103,58,0,1,1,D,,H,,A
20191,03966103,58,1,1,,A,28,E,100,D
20191,03966103,58,2,1,,A,12,E,110,D
20191,03967023,25,0,1,1,D,,H,,A
20191,03967023,25,1,1,,A,66,E,100,D
20191,03967023,25,2,1,,A,18,E,110,D
20191,03967023,25,3,1,,A,22,E,120,D
20191,03967023,25,4,1,,A,164,E,130,D
20191,03967023,25,5,1,,A,9,E,140,D
20191,03967023,25,6,1,,A,195,E,150,D
20191,03967023,25,7,1,,A,5,E,160,D
20191,03967023,25,8,1,,A,21,E,190,D
20191,03967983,11,0,1,1,D,,H,,A
20191,03967983,11,1,1,,A,55,E,100,D
20191,03967983,11,2,1,,A,45,E,110,D
20191,03969023,45,0,1,1,D,,H,,A
20191,03969023,45,1,1,,A,156,E,100,D
20191,03969023,45,2,1,,A,46,E,110,D
20191,03969023,45,3,1,,A,63,E,200,D
20191,03969023,45,4,1,,A,87,E,210,D
20191,03969023,45,5,1,,A,48,E,220,D
20191,03969043,48,0,1,2,D,,H,,A
20191,03969043,48,1,1,,A,157,E,100,D
20191,03969043,48,2,1,,A,43,E,110,D
20191,03969443,38,0,1,1,D,,H,,A
20191,03969443,38,1,1,,A,64,E,100,D
20191,03969443,38,2,1,,A,25,E,110,D
20191,03969443,38,3,1,,A,35,E,120,D
20191,03969443,38,4,1,,A,200,E,130,D
20191,03969443,38,5,1,,A,10,E,140,D
20191,03969443,38,6,1,,A,149,E,150,D
20191,03969443,38,7,1,,A,43,E,160,D
20191,03969443,38,8,1,,A,74,E,190,D
20191,03970883,54,0,1,6,D,,H,,A
20191,03970883,54,1,1,,A,235,E,100,D
20191,03970883,54,2,1,,A,65,E,110,D
20191,03971263,65,0,1,1,D,,H,,A
20191,03971263,65,1,1,,A,78,E,100,D
20191,03971263,65,2,1,,A,22,E,110,D
20191,03971793,31,0,1,1,D,,H,,A
20191,03971793,31,1,1,,A,96,E,100,D
20191,03971793,31,2,1,,A,38,E,110,D
20191,03971793,31,3,1,,A,47,E,120,D
20191,03971793,31,4,1,,A,304,E,130,D
20191,03971793,31,5,1,,A,16,E,140,D
20191,03971793,31,6,1,,A,223,E,150,D
20191,03971793,31,7,1,,A,65,E,160,D
20191,03971793,31,8,1,,A,111,E,190,D
20191,03971933,32,0,1,1,D,,H,,A
20191,03971933,32,1,1,,A,181,E,120,D
20191,03971933,32,2,1,,A,76,E,140,D
20191,03971933,32,3,1,,A,1532,E,150,D
20191,03971933,32,4,1,,A,41,E,160,D
20191,03971933,32,5,1,,A,170,E,190,D
20191,03972263,30,0,1,1,D,,H,,A
20191,03972263,30,1,1,,A,26,E,100,D
20191,03972263,30,2,1,,A,15,E,110,D
20191,03972263,30,3,1,,A,14,E,120,D
20191,03972263,30,4,1,,A,42,E,130,D
20191,03972263,30,5,1,,A,4,E,140,D
20191,03972263,30,6,1,,A,123,E,150,D
20191,03972263,30,7,1,,A,4,E,160,D
20191,03972263,30,8,1,,A,4,E,170,D
20191,03972263,30,9,1,,A,18,E,190,D
20191,03972583,20,0,1,1,D,,H,,A
20191,03972583,20,1,1,,A,126,E,100,D
20191,03972583,20,2,1,,A,74,E,110,D
20191,03973683,54,0,1,1,D,,H,,A
20191,03973683,54,1,1,,A,3,E,150,D
20191,03973683,54,2,1,,A,3,E,160,D
20191,03973683,54,3,1,,A,1,E,190,D
20191,03974073,21,0,1,2,D,,H,,A
20191,03974073,21,1,1,,A,32,E,100,D
20191,03974073,21,2,1,,A,12,E,110,D
20191,03974073,21,3,1,,A,15,E,120,D
20191,03974073,21,4,1,,A,5,E,140,D
20191,03974073,21,5,1,,A,74,E,150,D
20191,03974073,21,6,1,,A,25,E,160,D
20191,03974073,21,7,1,,A,37,E,190,D
20191,03974173,31,0,1,1,D,,H,,A
20191,03974173,31,1,1,,A,25,E,100,D
20191,03974173,31,2,1,,A,6,E,110,D
20191,03974173,31,3,1,,A,18,E,120,D
20191,03974173,31,4,1,,A,36,E,130,D
20191,03974173,31,5,1,,A,7,E,140,D
20191,03974173,31,6,1,,A,167,E,150,D
20191,03974173,31,7,1,,A,3,E,160,D
20191,03974173,31,8,1,,A,14,E,190,D
20191,03974173,31,9,1,,A,6,E,200,D
20191,03974173,31,10,1,,A,5,E,210,D
20191,03974173,31,11,1,,A,13,E,220,D
20191,03974293,22,0,1,1,D,,H,,A
20191,03974293,22,1,1,,A,51,E,100,D
20191,03974293,22,2,1,,A,29,E,110,D
20191,03975283,15,0,1,2,D,,H,,A
20191,03975283,15,1,1,,A,195,E,100,D
20191,03975283,15,2,1,,A,54,E,110,D
20191,03975283,15,3,1,,A,82,E,200,D
20191,03975283,15,4,1,,A,109,E,210,D
20191,03975283,15,5,1,,A,60,E,220,D
20191,03986093,60,0,1,2,D,,H,,A
20191,03986093,60,1,1,,A,158,E,200,D
20191,03986093,60,2,1,,A,220,E,210,D
20191,03986093,60,3,1,,A,122,E,220,D
20191,03987873,20,0,1,1,D,,H,,A
20191,03987873,20,1,1,,A,55,E,100,D
20191,03987873,20,2,1,,A,45,E,110,D
20191,03988053,70,0,1,1,D,,H,,A
20191,03988053,70,1,1,,A,3,E,120,D
20191,03988053,70,2,1,,A,1,E,130,D
20191,03988053,70,3,1,,A,1,E,150,D
20191,03988223,22,0,1,1,D,,H,,A
20191,03988223,22,1,1,,A,84,E,100,D
20191,03988223,22,2,1,,A,31,E,110,D
20191,03988223,22,3,1,,A,39,E,120,D
20191,03988223,22,4,1,,A,13,E,140,D
20191,03988223,22,5,1,,A,186,E,150,D
20191,03988223,22,6,1,,A,54,E,160,D
20191,03988223,22,7,1,,A,93,E,190,D
20191,03988243,36,0,1,1,D,,H,,A
20191,03988243,36,1,1,,A,101,E,100,D
20191,03988243,36,2,1,,A,28,E,110,D
20191,03988243,36,3,1,,A,34,E,120,D
20191,03988243,36,4,1,,A,250,E,130,D
20191,03988243,36,5,1,,A,14,E,140,D
20191,03988243,36,6,1,,A,291,E,150,D
20191,03988243,36,7,1,,A,7,E,160,D
20191,03988243,36,8,1,,A,32,E,190,D
20191,03988243,36,9,1,,A,40,E,200,D
20191,03988243,36,10,1,,A,62,E,210,D
20191,03988243,36,11,1,,A,31,E,220,D
20191,03988813,34,0,1,1,D,,H,,A
20191,03988813,34,1,1,,A,12,G,100,D
20191,03988813,34,2,1,,A,3,G,110,D
20191,03988813,34,3,1,,A,8,G,120,D
20191,03988813,34,4,1,,A,33,G,130,D
20191,03988813,34,5,1,,A,123,G,150,D
20191,03988813,34,6,1,,A,19,G,160,D
20191,03988813,34,7,1,,A,2,G,190,D
20191,03989353,20,0,1,2,D,,H,,A
20191,03989353,20,1,1,,A,32,E,200,D
20191,03989353,20,2,1,,A,177,E,210,D
20191,03989353,20,3,1,,A,191,E,220,D
20191,03990813,14,0,1,1,D,,H,,A
20191,03990813,14,1,1,,A,13,G,100,D
20191,03990813,14,2,1,,A,7,G,110,D
20191,03991054,16,0,1,1,D,,H,,A
20191,03991054,16,1,1,,A,25,E,100,D
20191,03991054,16,2,1,,A,5,E,110,D
20191,03992413,89,0,1,1,D,,H,,A
20191,03992413,89,1,1,,A,27,E,120,D
20191,03992413,89,2,1,,A,11,E,140,D
20191,03992413,89,3,1,,A,230,E,150,D
20191,03992413,89,4,1,,A,6,E,160,D
20191,03992413,89,5,1,,A,25,E,190,D
20191,03992413,89,6,1,,A,31,E,200,D
20191,03992413,89,7,1,,A,44,E,210,D
20191,03992413,89,8,1,,A,24,E,220,D
20191,03992723,30,0,1,1,D,,H,,A
20191,03992723,30,1,1,,A,13,E,100,D
20191,03992723,30,2,1,,A,13,E,110,D
20191,03992723,30,3,1,,A,12,E,120,D
20191,03992723,30,4,1,,A,31,E,130,D
20191,03992723,30,5,1,,A,1,E,140,D
20191,03992723,30,6,1,,A,64,E,150,D
20191,03992723,30,7,1,,A,11,E,190,D
20191,03992723,30,8,1,,A,7,E,200,D
20191,03992723,30,9,1,,A,23,E,210,D
20191,03992723,30,10,1,,A,25,E,220,D
20191,03993273,14,0,1,2,D,,H,,A
20191,03993273,14,1,1,,A,65,E,100,D
20191,03993273,14,2,1,,A,15,E,110,D
20191,03993273,14,3,1,,A,45,E,120,D
20191,03993273,14,4,1,,A,93,E,130,D
20191,03993273,14,5,1,,A,17,E,140,D
20191,03993273,14,6,1,,A,413,E,150,D
20191,03993273,14,7,1,,A,10,E,160,D
20191,03993273,14,8,1,,A,42,E,190,D
20191,03995723,21,0,1,1,D,,H,,A
20191,03995723,21,1,1,,A,21,E,100,D
20191,03995723,21,2,1,,A,5,E,110,D
20191,03995723,21,3,1,,A,18,E,120,D
20191,03995723,21,4,1,,A,5,E,140,D
20191,03995723,21,5,1,,A,136,E,150,D
20191,03995723,21,6,1,,A,3,E,160,D
20191,03995723,21,7,1,,A,12,E,190,D
20191,03996043,6,0,1,2,D,,H,,A
20191,03996043,6,1,1,,A,65,E,100,D
20191,03996043,6,2,1,,A,15,E,110,D
20191,03996043,6,3,1,,A,50,E,120,D
20191,03996043,6,4,1,,A,93,E,130,D
20191,03996043,6,5,1,,A,17,E,140,D
20191,03996043,6,6,1,,A,413,E,150,D
20191,03996043,6,7,1,,A,10,E,160,D
20191,03996043,6,8,1,,A,37,E,190,D
20191,03996193,51,0,1,2,D,,H,,A
20191,03996193,51,1,1,,A,63,E,100,D
20191,03996193,51,2,1,,A,39,E,110,D
20191,03996193,51,3,1,,A,53,E,120,D
20191,03996193,51,4,1,,A,8,E,140,D
20191,03996193,51,5,1,,A,283,E,150,D
20191,03996193,51,6,1,,A,48,E,190,D
20191,03996193,51,7,1,,A,32,E,200,D
20191,03996193,51,8,1,,A,103,E,210,D
20191,03996193,51,9,1,,A,111,E,220,D
20191,03996263,22,0,1,1,D,,H,,A
20191,03996263,22,1,1,,A,482,E,100,D
20191,03996263,22,2,1,,A,191,E,110,D
20191,03996263,22,3,1,,A,240,E,120,D
20191,03996263,22,4,1,,A,81,E,140,D
20191,03996263,22,5,1,,A,1119,E,150,D
20191,03996263,22,6,1,,A,329,E,160,D
20191,03996263,22,7,1,,A,558,E,190,D
20191,03996283,13,0,1,1,D,,H,,A
20191,03996283,13,1,1,,A,12,E,100,D
20191,03996283,13,2,1,,A,8,E,110,D
20191,04007832,59,0,1,3,D,,H,,A
20191,04007832,59,1,1,,A,28,E,100,D
20191,04007832,59,2,1,,A,22,E,110,D
20191,04007852,24,0,1,1,D,,H,,A
20191,04007852,24,1,1,,A,88,E,100,D
20191,04007852,24,2,1,,A,71,E,110,D
20191,04007852,24,3,1,,A,80,E,120,D
20191,04007852,24,4,1,,A,4,E,140,D
20191,04007852,24,5,1,,A,676,E,150,D
20191,04007852,24,6,1,,A,30,E,170,D
20191,04007852,24,7,1,,A,51,E,190,D
20191,04008372,25,0,1,1,D,,H,,A
20191,04008372,25,1,1,,A,47,E,100,D
20191,04008372,25,2,1,,A,42,E,110,D
20191,04008372,25,3,1,,A,42,E,120,D
20191,04008372,25,4,1,,A,68,E,130,D
20191,04008372,25,5,1,,A,2,E,140,D
20191,04008372,25,6,1,,A,356,E,150,D
20191,04008372,25,7,1,,A,16,E,170,D
20191,04008372,25,8,1,,A,27,E,190,D
20191,04008592,10,0,1,1,D,,H,,A
20191,04008592,10,1,1,,A,9,E,100,D
20191,04008592,10,2,1,,A,2,E,110,D
20191,04008592,10,3,1,,A,2,E,120,D
20191,04008592,10,4,1,,A,25,E,130,D
20191,04008592,10,5,1,,A,97,E,150,D
20191,04008592,10,6,1,,A,14,E,160,D
20191,04008592,10,7,1,,A,1,E,190,D
20191,04008642,42,0,1,1,D,,H,,A
20191,04008642,42,1,1,,A,156,E,100,D
20191,04008642,42,2,1,,A,43,E,110,D
20191,04008642,42,3,1,,A,66,E,200,D
20191,04008642,42,4,1,,A,87,E,210,D
20191,04008642,42,5,1,,A,48,E,220,D
20191,04009182,32,0,1,1,D,,H,,A
20191,04009182,32,1,1,,A,23,E,100,D
20191,04009182,32,2,1,,A,15,E,110,D
20191,04009182,32,3,1,,A,21,E,120,D
20191,04009182,32,4,1,,A,54,E,130,D
20191,04009182,32,5,1,,A,6,E,140,D
20191,04009182,32,6,1,,A,112,E,150,D
20191,04009182,32,7,1,,A,19,E,190,D
